"Ensembl","Entrez","Gene.Symbol","Length"
"ENSMUSG00000089365",115485954,"Gm23823",124
"ENSMUSG00000075512",380920,"Gm1587",372
"ENSMUSG00000022013",66148,"Dnajc15",648
"ENSMUSG00000022014",108670,"Epsti1",2317
"ENSMUSG00000045655",219170,"Fam216b",2323
"ENSMUSG00000087932",100316715,"Mir1971",106
"ENSMUSG00000022015",21943,"Tnfsf11",2236
"ENSMUSG00000022016",219181,"Akap11",9419
"ENSMUSG00000034731",380921,"Dgkh",3967
"ENSMUSG00000084447",115488426,"Gm26251",122
"ENSMUSG00000058997",219189,"Vwa8",6928
"ENSMUSG00000071262",105590,"Zfp957",3218
"ENSMUSG00000022018",66214,"Rgcc",918
"ENSMUSG00000022020",66897,"Naa16",6145
"ENSMUSG00000022022",211253,"Mtrf1",1862
"ENSMUSG00000043881",211255,"Kbtbd7",4529
"ENSMUSG00000075502",432879,"Kbtbd6",2982
"ENSMUSG00000022023",22380,"Wbp4",3452
"ENSMUSG00000036461",13709,"Elf1",4314
"ENSMUSG00000022024",67955,"Sugt1",1951
"ENSMUSG00000022025",16840,"Cnmd",1843
"ENSMUSG00000076453",791080,"Mir759",98
"ENSMUSG00000036422",18530,"Pcdh8",4538
"ENSMUSG00000102774",102633266,"Gm9748",783
"ENSMUSG00000095959",100038734,"Gm10845",558
"ENSMUSG00000022026",380924,"Olfm4",1640
"ENSMUSG00000098125",672828,"Gm9578",753
"ENSMUSG00000088009",115485957,"Gm24774",134
"ENSMUSG00000035566",219228,"Pcdh17",9509
"ENSMUSG00000064407",115488385,"Gm23926",90
"ENSMUSG00000087812",115488424,"Gm25115",140
"ENSMUSG00000022021",56419,"Diaph3",4584
"ENSMUSG00000088536",115488413,"Gm23278",143
"ENSMUSG00000022019",219249,"Tdrd3",5643
"ENSMUSG00000062611",100043780,"Rps3a2",792
"ENSMUSG00000098095",668624,"Gm9274",984
"ENSMUSG00000050505",219257,"Pcdh20",5492
"ENSMUSG00000088405",115488386,"Gm25886",114
"ENSMUSG00000077408",115485951,"Gm25415",132
"ENSMUSG00000077619",115485939,"Gm25495",131
"ENSMUSG00000088746",115485956,"Gm23225",114
"ENSMUSG00000077298",115485952,"Gm24127",130
"ENSMUSG00000055421",211712,"Pcdh9",6783
"ENSMUSG00000065014",115488415,"Gm23509",160
"ENSMUSG00000088046",115485959,"Gm23324",131
"ENSMUSG00000089384",115485966,"Gm24680",126
"ENSMUSG00000034689",66732,"Spertl",1156
"ENSMUSG00000022076",93688,"Klhl1",4122
"ENSMUSG00000065042",115488443,"Gm24043",116
"ENSMUSG00000064581",115485933,"Gm25133",130
"ENSMUSG00000089130",115485968,"Gm24770",92
"ENSMUSG00000088538",115485955,"Gm23276",138
"ENSMUSG00000055639",13134,"Dach1",7317
"ENSMUSG00000089549",115488430,"Gm25831",163
"ENSMUSG00000089425",115485969,"Gm26006",81
"ENSMUSG00000096444",115488458,"Gm26139",107
"ENSMUSG00000060377",100043787,"Rpl36a-ps1",321
"ENSMUSG00000033186",76789,"Mzt1",2256
"ENSMUSG00000022070",77744,"Bora",2673
"ENSMUSG00000033166",72662,"Dis3",3722
"ENSMUSG00000022064",52023,"Pibf1",3271
"ENSMUSG00000005148",12224,"Klf5",1721
"ENSMUSG00000084700",115488431,"Gm22984",122
"ENSMUSG00000064584",115488425,"Gm25130",156
"ENSMUSG00000065238",115488432,"Gm22970",186
"ENSMUSG00000072294",16597,"Klf12",1856
"ENSMUSG00000094585",115485953,"Gm26367",132
"ENSMUSG00000089331",115485967,"Gm24345",124
"ENSMUSG00000088160",115488388,"Gm23538",101
"ENSMUSG00000042888",76627,"Prr30",2123
"ENSMUSG00000033083",210789,"Tbc1d4",7676
"ENSMUSG00000075486",66200,"Commd6",1322
"ENSMUSG00000022111",50933,"Uchl3",929
"ENSMUSG00000033060",380928,"Lmo7",11951
"ENSMUSG00000095037",115485943,"Gm22347",132
"ENSMUSG00000098557",239217,"Kctd12",6057
"ENSMUSG00000092901",100628599,"Mir5130",84
"ENSMUSG00000022126",16365,"Acod1",2623
"ENSMUSG00000022125",211286,"Cln5",2396
"ENSMUSG00000022124",50789,"Fbxl3",5103
"ENSMUSG00000033004",105689,"Mycbp2",19248
"ENSMUSG00000098111",100043797,"Gm4654",982
"ENSMUSG00000022123",64929,"Scel",3053
"ENSMUSG00000055717",105439,"Slain1",3284
"ENSMUSG00000089707",70898,"Slain1os",3101
"ENSMUSG00000022122",13618,"Ednrb",4037
"ENSMUSG00000048349",18996,"Pou4f1",4672
"ENSMUSG00000022120",72486,"Obi1",3456
"ENSMUSG00000077541",115488465,"Gm22021",107
"ENSMUSG00000077719",115485949,"Gm25724",117
"ENSMUSG00000077425",115485950,"Gm24280",134
"ENSMUSG00000022119",74213,"Rbm26",7649
"ENSMUSG00000094275",115488450,"Gm22290",107
"ENSMUSG00000053253",76273,"Ndfip2",11553
"ENSMUSG00000064715",115488457,"Gm24207",108
"ENSMUSG00000086260",100416521,"Gm16259",553
"ENSMUSG00000022116",74864,"4930449E01Rik",1186
"ENSMUSG00000098780",102465207,"Mir6390",129
"ENSMUSG00000060143",100126819,"Gm10076",384
"ENSMUSG00000022114",24064,"Spry2",2085
"ENSMUSG00000090538",212084,"Gm4775",405
"ENSMUSG00000022113",212085,"Trim52",3518
"ENSMUSG00000065193",115488441,"Gm23459",131
"ENSMUSG00000099794",73631,"1700128A07Rik",960
"ENSMUSG00000091723",102631641,"Gm17366",189
"ENSMUSG00000077224",115485945,"Gm23437",127
"ENSMUSG00000089455",115485961,"Gm24229",118
"ENSMUSG00000058430",668761,"Rpl27a-ps2",450
"ENSMUSG00000075478",76965,"Slitrk1",4249
"ENSMUSG00000089119",115485963,"Gm25901",130
"ENSMUSG00000094312",115488462,"Gm23242",107
"ENSMUSG00000095059",115488447,"Gm25670",107
"ENSMUSG00000084441",115488463,"Gm26255",103
"ENSMUSG00000045871",239250,"Slitrk6",4242
"ENSMUSG00000033214",75409,"Slitrk5",4806
"ENSMUSG00000088995",115488391,"Gm22764",92
"ENSMUSG00000058126",621054,"Tpm3-rs7",2106
"ENSMUSG00000065508",723905,"Mir17",84
"ENSMUSG00000065403",387135,"Mir18",96
"ENSMUSG00000065416",723891,"Mir19a",82
"ENSMUSG00000065442",387139,"Mir20a",107
"ENSMUSG00000076256",751527,"Mir19b-1",87
"ENSMUSG00000076062",751549,"Mir92-1",80
"ENSMUSG00000022112",103978,"Gpc5",4453
"ENSMUSG00000093551",75088,"4930505G20Rik",561
"ENSMUSG00000058571",23888,"Gpc6",9428
"ENSMUSG00000098648",102465148,"Mir6239",105
"ENSMUSG00000022129",13190,"Dct",2261
"ENSMUSG00000022130",76355,"Tgds",2265
"ENSMUSG00000022131",58245,"Gpr180",2877
"ENSMUSG00000061517",223227,"Sox21",3799
"ENSMUSG00000090534",105245869,"Gm4675",3067
"ENSMUSG00000098612",102465149,"Mir6241",103
"ENSMUSG00000092109",668814,"Gm9376",729
"ENSMUSG00000088095",115485962,"Gm23669",128
"ENSMUSG00000099911",73306,"1700044C05Rik",898
"ENSMUSG00000032849",239273,"Abcc4",5729
"ENSMUSG00000064644",115488461,"Gm23302",100
"ENSMUSG00000098433",102465208,"Mir6391",104
"ENSMUSG00000088105",115485960,"Gm22379",131
"ENSMUSG00000022132",58187,"Cldn10",2591
"ENSMUSG00000042156",66573,"Dzip1",4744
"ENSMUSG00000022136",100037258,"Dnajc3",5190
"ENSMUSG00000042104",66435,"Uggt2",12796
"ENSMUSG00000087479",102635192,"Gm16835",2809
"ENSMUSG00000053465",50787,"Hs6st3",1413
"ENSMUSG00000100274",75432,"1700006F04Rik",441
"ENSMUSG00000044819",239283,"Oxgr1",3732
"ENSMUSG00000022139",105559,"Mbnl2",4552
"ENSMUSG00000051615",76108,"Rap2a",4174
"ENSMUSG00000030662",70572,"Ipo5",4591
"ENSMUSG00000025555",223254,"Farp1",5524
"ENSMUSG00000063410",223255,"Stk24",2676
"ENSMUSG00000025557",56643,"Slc15a1",3123
"ENSMUSG00000025558",105445,"Dock9",8199
"ENSMUSG00000102112",78312,"1810041H14Rik",851
"ENSMUSG00000041765",68889,"Ubac2",2153
"ENSMUSG00000050350",110168,"Gpr18",1309
"ENSMUSG00000051212",321019,"Gpr183",2942
"ENSMUSG00000071229",223262,"Timm8a2",913
"ENSMUSG00000025544",68059,"Tm9sf2",3107
"ENSMUSG00000066538",621710,"Gm6254",1072
"ENSMUSG00000025545",69634,"Clybl",1239
"ENSMUSG00000100585",68245,"1700108J01Rik",484
"ENSMUSG00000095311",115488389,"Gm25464",107
"ENSMUSG00000064052",328479,"Gm5089",2008
"ENSMUSG00000041703",65100,"Zic5",4889
"ENSMUSG00000085555",69248,"2610035F20Rik",2352
"ENSMUSG00000061524",22772,"Zic2",2880
"ENSMUSG00000093669",668847,"Gm9399",639
"ENSMUSG00000041650",110821,"Pcca",5210
"ENSMUSG00000041625",223267,"Ggact",1988
"ENSMUSG00000075463",105245866,"4930594M22Rik",4342
"ENSMUSG00000041594",70551,"Tmtc4",7367
"ENSMUSG00000000197",338370,"Nalcn",7115
"ENSMUSG00000032925",223272,"Itgbl1",4229
"ENSMUSG00000082793",668700,"Btf3-ps4",214
"ENSMUSG00000077481",115485948,"Gm25272",128
"ENSMUSG00000025551",14169,"Fgf14",4182
"ENSMUSG00000099994",69393,"1700024B18Rik",423
"ENSMUSG00000042360",114673,"4930433N12Rik",1533
"ENSMUSG00000025899",67667,"Alkbh8",3581
"ENSMUSG00000064956",115485685,"Gm24918",130
"ENSMUSG00000077248",115487238,"Gm23275",104
"ENSMUSG00000025898",244672,"Cwf19l2",3953
"ENSMUSG00000041624",234889,"Gucy1a2",5273
"ENSMUSG00000025894",67618,"Aasdhppt",2870
"ENSMUSG00000025893",69149,"Kbtbd3",2310
"ENSMUSG00000041124",78100,"Msantd4",2731
"ENSMUSG00000025892",14802,"Gria4",6146
"ENSMUSG00000084690",115487265,"Gm24896",135
"ENSMUSG00000025888",12362,"Casp1",1497
"ENSMUSG00000033538",12363,"Casp4",3710
"ENSMUSG00000025887",12364,"Casp12",3840
"ENSMUSG00000032006",71785,"Pdgfd",3119
"ENSMUSG00000047619",71829,"Ddi1",1520
"ENSMUSG00000065382",115487343,"Gm23097",105
"ENSMUSG00000047193",110350,"Dync2h1",16161
"ENSMUSG00000032002",76863,"Dcun1d5",1201
"ENSMUSG00000050578",17386,"Mmp13",2675
"ENSMUSG00000049723",17381,"Mmp12",7237
"ENSMUSG00000041620",83996,"Mmp1b",1449
"ENSMUSG00000043613",17392,"Mmp3",1798
"ENSMUSG00000043089",83995,"Mmp1a",2022
"ENSMUSG00000047562",17384,"Mmp10",1720
"ENSMUSG00000005800",17394,"Mmp8",2453
"ENSMUSG00000070323",234911,"Mmp27",2210
"ENSMUSG00000018620",30800,"Mmp20",3276
"ENSMUSG00000086381",102722,"AV064505",522
"ENSMUSG00000018623",17393,"Mmp7",1068
"ENSMUSG00000050912",71929,"Tmem123",3109
"ENSMUSG00000093615",100885830,"Mir5618",51
"ENSMUSG00000057367",11797,"Birc2",4580
"ENSMUSG00000032000",11796,"Birc3",5009
"ENSMUSG00000053110",22601,"Yap1",9257
"ENSMUSG00000053070",234912,"Cfap300",1592
"ENSMUSG00000040729",234915,"Cep126",3647
"ENSMUSG00000031998",76669,"1700128F08Rik",1110
"ENSMUSG00000084747",100316772,"Mir1899",96
"ENSMUSG00000031997",22068,"Trpc6",3029
"ENSMUSG00000031870",18667,"Pgr",8546
"ENSMUSG00000050730",71544,"Arhgap42",7113
"ENSMUSG00000085253",100579151,"Gm16833",672
"ENSMUSG00000088076",115487257,"Gm22815",62
"ENSMUSG00000039488",244682,"Cntn5",4531
"ENSMUSG00000098408",102466147,"Mir6237",91
"ENSMUSG00000079083",77532,"Jrkl",2952
"ENSMUSG00000079084",66396,"Ccdc82",1847
"ENSMUSG00000095068",115487334,"Gm26189",107
"ENSMUSG00000031802",18689,"Phxr4",1376
"ENSMUSG00000031925",270118,"Maml2",6138
"ENSMUSG00000031918",77116,"Mtmr2",4913
"ENSMUSG00000031922",74360,"Cep57",4180
"ENSMUSG00000037808",72826,"Fam76b",4325
"ENSMUSG00000032009",75747,"Sesn3",2162
"ENSMUSG00000037419",71946,"Endod1",4470
"ENSMUSG00000098832",547035,"Kdm4dl",1066
"ENSMUSG00000053914",244694,"Kdm4d",2861
"ENSMUSG00000004096",66070,"Cwc15",1111
"ENSMUSG00000013076",75723,"Amotl1",9798
"ENSMUSG00000036912",330890,"Piwil4",5385
"ENSMUSG00000049307",14345,"Fut4",3664
"ENSMUSG00000031927",69325,"1700012B09Rik",819
"ENSMUSG00000031931",56503,"Ankrd49",1753
"ENSMUSG00000031928",17535,"Mre11a",5902
"ENSMUSG00000031932",14608,"Gpr83",5095
"ENSMUSG00000031933",64931,"Izumo1r",2320
"ENSMUSG00000031934",55991,"Panx1",2997
"ENSMUSG00000031936",244698,"Hephl1",5261
"ENSMUSG00000077384",115487275,"Gm22658",155
"ENSMUSG00000031937",69137,"Vstm5",1968
"ENSMUSG00000031935",234959,"Med17",3899
"ENSMUSG00000031938",70984,"4931406C07Rik",2981
"ENSMUSG00000031939",75316,"Taf1d",1361
"ENSMUSG00000065282",115487282,"LOC115487282",131
"ENSMUSG00000088929",115487311,"LOC115487311",71
"ENSMUSG00000065226",115487273,"LOC115487273",137
"ENSMUSG00000064634",115487278,"LOC115487278",133
"ENSMUSG00000064797",115487272,"LOC115487272",74
"ENSMUSG00000065265",115487281,"LOC115487281",100
"ENSMUSG00000065663",115487276,"LOC115487276",133
"ENSMUSG00000046111",319675,"Cep295",11641
"ENSMUSG00000077394",115487283,"Gm24339",76
"ENSMUSG00000058173",170748,"Smco4",988
"ENSMUSG00000039977",234964,"Deup1",3311
"ENSMUSG00000043885",234967,"Slc36a4",5563
"ENSMUSG00000050901",244701,"Mtnr1b",1835
"ENSMUSG00000074505",270120,"Fat3",18456
"ENSMUSG00000001774",66917,"Chordc1",2205
"ENSMUSG00000043943",72560,"Naalad2",4749
"ENSMUSG00000074502",546118,"Ubtfl1",2757
"ENSMUSG00000047508",234988,"Mbd3l2",2075
"ENSMUSG00000074500",72230,"Zfp558",3535
"ENSMUSG00000038691",73503,"Mbd3l1",844
"ENSMUSG00000089277",115487254,"Gm24546",102
"ENSMUSG00000054141",18322,"Olfr24",1054
"ENSMUSG00000078116",258598,"Olfr828",939
"ENSMUSG00000051414",259070,"Olfr829",966
"ENSMUSG00000062868",258559,"Olfr830",948
"ENSMUSG00000066914",404431,"Olfr831-ps1",444
"ENSMUSG00000095957",258075,"Olfr832",939
"ENSMUSG00000066912",257755,"Olfr833-ps1",267
"ENSMUSG00000095525",258074,"Olfr834",939
"ENSMUSG00000045204",257872,"Olfr835",936
"ENSMUSG00000059303",258557,"Olfr836",955
"ENSMUSG00000048391",258560,"Olfr843",1107
"ENSMUSG00000049229",100503048,"Olfr844",930
"ENSMUSG00000061614",258249,"Olfr845",942
"ENSMUSG00000058692",258279,"Olfr846",942
"ENSMUSG00000059821",258518,"Olfr847",939
"ENSMUSG00000087862",115485717,"Gm23048",129
"ENSMUSG00000052182",258520,"Olfr849",939
"ENSMUSG00000094535",258516,"Olfr850",948
"ENSMUSG00000052625",258907,"Olfr851",939
"ENSMUSG00000051160",258908,"Olfr853",918
"ENSMUSG00000095667",258515,"Olfr854",948
"ENSMUSG00000043087",258517,"Olfr855",992
"ENSMUSG00000057551",244713,"Zfp317",1824
"ENSMUSG00000094678",257963,"Olfr857",930
"ENSMUSG00000058659",18358,"Olfr58",1185
"ENSMUSG00000095448",258519,"Olfr859",930
"ENSMUSG00000066905",258521,"Olfr860",1219
"ENSMUSG00000063842",258555,"Olfr862",1035
"ENSMUSG00000051118",258336,"Olfr77",2671
"ENSMUSG00000050803",258551,"Olfr866",1077
"ENSMUSG00000044454",257898,"Olfr867",996
"ENSMUSG00000044106",258552,"Olfr868",1132
"ENSMUSG00000058491",258550,"Olfr869",1017
"ENSMUSG00000066899",57251,"Olfr870",936
"ENSMUSG00000061457",258905,"Olfr871",1147
"ENSMUSG00000066897",258553,"Olfr872",1124
"ENSMUSG00000088236",115487242,"Gm25425",96
"ENSMUSG00000059623",258822,"Olfr39",1098
"ENSMUSG00000049028",258554,"Olfr873",1062
"ENSMUSG00000066896",18315,"Olfr18",1156
"ENSMUSG00000045519",434377,"Zfp560",4981
"ENSMUSG00000063108",22688,"Zfp26",9631
"ENSMUSG00000059475",235028,"Zfp426",4888
"ENSMUSG00000088622",115487245,"Gm23316",114
"ENSMUSG00000060510",77519,"Zfp266",6283
"ENSMUSG00000058192",244721,"Zfp846",2861
"ENSMUSG00000062470",66662,"Fbxl12os",4075
"ENSMUSG00000066892",30843,"Fbxl12",5090
"ENSMUSG00000084786",66177,"Ubl5",3468
"ENSMUSG00000032171",23988,"Pin1",3808
"ENSMUSG00000032172",244723,"Olfm2",1530
"ENSMUSG00000004098",53867,"Col5a3",6809
"ENSMUSG00000053773",235033,"Rdh8",1450
"ENSMUSG00000038884",319278,"Shfl",3417
"ENSMUSG00000038742",70726,"Angptl6",1581
"ENSMUSG00000004100",235036,"Ppan",2504
"ENSMUSG00000077702",115487308,"LOC115487308",85
"ENSMUSG00000089571",115487312,"LOC115487312",80
"ENSMUSG00000070319",53356,"Eif3g",1075
"ENSMUSG00000004099",13433,"Dnmt1",6304
"ENSMUSG00000099147",102466802,"Mir7081",75
"ENSMUSG00000043895",14739,"S1pr2",2815
"ENSMUSG00000003299",66163,"Mrpl4",1285
"ENSMUSG00000037405",15894,"Icam1",2540
"ENSMUSG00000001014",78369,"Icam4",907
"ENSMUSG00000032174",15898,"Icam5",2982
"ENSMUSG00000084663",100316681,"Mir1900",78
"ENSMUSG00000079681",100009600,"Zglp1",1010
"ENSMUSG00000079677",68165,"Fdx2",782
"ENSMUSG00000010205",71766,"Raver1",3440
"ENSMUSG00000098907",102465656,"Mir7082",92
"ENSMUSG00000032175",54721,"Tyk2",4619
"ENSMUSG00000019471",12539,"Cdc37",2456
"ENSMUSG00000032177",18577,"Pde4a",7655
"ENSMUSG00000003308",50868,"Keap1",4664
"ENSMUSG00000045087",94226,"S1pr5",2500
"ENSMUSG00000002820",235040,"Atg4d",2541
"ENSMUSG00000035047",215194,"Kri1",4182
"ENSMUSG00000096472",12581,"Cdkn2d",1271
"ENSMUSG00000003309",11768,"Ap1m2",1738
"ENSMUSG00000057193",68682,"Slc44a2",3456
"ENSMUSG00000032178",16201,"Ilf3",4754
"ENSMUSG00000097665",330902,"Gm16853",1986
"ENSMUSG00000002825",60507,"Qtrt1",1319
"ENSMUSG00000033335",13430,"Dnm2",5330
"ENSMUSG00000065547",387194,"Mir199a-1",70
"ENSMUSG00000032180",17083,"Tmed1",1487
"ENSMUSG00000057191",382062,"AB124611",1447
"ENSMUSG00000032185",59035,"Carm1",4324
"ENSMUSG00000032182",74766,"Yipf2",2150
"ENSMUSG00000048429",69773,"Timm29",3170
"ENSMUSG00000088478",100316714,"Mir1946b",133
"ENSMUSG00000032187",20586,"Smarca4",6475
"ENSMUSG00000032193",16835,"Ldlr",4531
"ENSMUSG00000074476",67629,"Spc24",1349
"ENSMUSG00000032194",235041,"Kank2",4853
"ENSMUSG00000032198",319899,"Dock6",6556
"ENSMUSG00000098473",102465657,"Mir7083",60
"ENSMUSG00000047822",624219,"Angptl8",864
"ENSMUSG00000019066",19340,"Rab3d",4196
"ENSMUSG00000040883",235043,"Tmem205",862
"ENSMUSG00000006241",67119,"Ccdc159",1545
"ENSMUSG00000040563",235044,"Plppr2",2750
"ENSMUSG00000051238",66962,"Swsap1",1846
"ENSMUSG00000006235",13857,"Epor",1829
"ENSMUSG00000040146",71746,"Rgl3",2550
"ENSMUSG00000039632",77609,"Ccdc151",2200
"ENSMUSG00000003402",19089,"Prkcsh",2013
"ENSMUSG00000003410",15571,"Elavl3",5027
"ENSMUSG00000038895",319601,"Zfp653",2132
"ENSMUSG00000096981",100503652,"Gm16845",1415
"ENSMUSG00000066839",26940,"Ecsit",1684
"ENSMUSG00000001349",12797,"Cnn1",2368
"ENSMUSG00000013822",66126,"Elof1",1092
"ENSMUSG00000098646",102466221,"Mir7084",70
"ENSMUSG00000001348",11433,"Acp5",1612
"ENSMUSG00000010607",66268,"Pigyl",777
"ENSMUSG00000061167",100034724,"Rpl15-ps3",615
"ENSMUSG00000074472",619310,"Zfp872",2958
"ENSMUSG00000090925",69862,"1810064F22Rik",2753
"ENSMUSG00000057982",235047,"Zfp809",1325
"ENSMUSG00000062794",235048,"Zfp599",3574
"ENSMUSG00000066829",235050,"Zfp810",3238
"ENSMUSG00000036777",68743,"Anln",5421
"ENSMUSG00000036411",68283,"9530077C05Rik",2155
"ENSMUSG00000032239",55934,"Rp9",1142
"ENSMUSG00000035919",319845,"Bbs9",6243
"ENSMUSG00000090067",100040805,"Gm2976",513
"ENSMUSG00000089958",100416118,"Gm16165",795
"ENSMUSG00000031963",73230,"Bmper",3793
"ENSMUSG00000043659",319239,"Npsr1",3946
"ENSMUSG00000088104",115485724,"Gm22380",95
"ENSMUSG00000043067",244745,"Dpy19l1",6350
"ENSMUSG00000085576",320752,"Dpy19l2",3441
"ENSMUSG00000047995",235067,"Cypt4",643
"ENSMUSG00000031965",57246,"Tbx20",6884
"ENSMUSG00000008429",80517,"Herpud2",2744
"ENSMUSG00000001833",235072,"Septin7",2538
"ENSMUSG00000036611",67484,"Eepd1",2935
"ENSMUSG00000088876",115485684,"Gm25861",109
"ENSMUSG00000077697",115485711,"Gm25346",128
"ENSMUSG00000045994",76898,"B3gat1",4960
"ENSMUSG00000036395",244757,"Glb1l2",5031
"ENSMUSG00000031966",70893,"Glb1l3",2468
"ENSMUSG00000079644",382064,"Gm1110",2394
"ENSMUSG00000031969",66948,"Acad8",4143
"ENSMUSG00000035443",77862,"Thyn1",959
"ENSMUSG00000031988",69091,"Vps26b",6872
"ENSMUSG00000035024",78658,"Ncapd3",5499
"ENSMUSG00000031990",83964,"Jam3",2539
"ENSMUSG00000034275",235086,"Igsf9b",4751
"ENSMUSG00000031991",75469,"Spata19",696
"ENSMUSG00000062257",330908,"Opcml",13120
"ENSMUSG00000059974",235106,"Ntm",8079
"ENSMUSG00000096018",115487340,"Gm26435",107
"ENSMUSG00000031993",102607,"Snx19",5541
"ENSMUSG00000033453",235130,"Adamts15",5928
"ENSMUSG00000031994",30806,"Adamts8",4613
"ENSMUSG00000047412",235132,"Zbtb44",8857
"ENSMUSG00000097701",105244993,"Gm17508",681
"ENSMUSG00000031995",19143,"St14",4577
"ENSMUSG00000081343",100384881,"Gm16071",793
"ENSMUSG00000031996",11804,"Aplp2",3694
"ENSMUSG00000042496",382066,"Prdm10",6075
"ENSMUSG00000042185",235134,"Nfrkb",9953
"ENSMUSG00000041737",235135,"Tmem45b",1572
"ENSMUSG00000032033",12023,"Barx2",1968
"ENSMUSG00000091639",100042266,"Gm3756",297
"ENSMUSG00000041444",330914,"Arhgap32",17179
"ENSMUSG00000032034",16521,"Kcnj5",4496
"ENSMUSG00000041248",56379,"Kcnj1",3266
"ENSMUSG00000016087",14247,"Fli1",3486
"ENSMUSG00000064492",115487336,"Gm22060",107
"ENSMUSG00000032035",23871,"Ets1",8476
"ENSMUSG00000098519",102634550,"Gm27166",1930
"ENSMUSG00000088905",115485719,"Gm25439",131
"ENSMUSG00000098758",77119,"7630403G23Rik",1084
"ENSMUSG00000032036",67703,"Kirrel3",6454
"ENSMUSG00000032038",20443,"St3gal4",2029
"ENSMUSG00000070315",78934,"4930581F22Rik",3462
"ENSMUSG00000032040",69305,"Dcps",1451
"ENSMUSG00000088056",115487284,"Gm24262",144
"ENSMUSG00000032041",117149,"Tirap",4929
"ENSMUSG00000032042",67398,"Srpr",3364
"ENSMUSG00000039048",235169,"Foxred1",4064
"ENSMUSG00000050471",109229,"Fam118b",5981
"ENSMUSG00000032044",71989,"Rpusd4",2647
"ENSMUSG00000038119",57810,"Cdon",7715
"ENSMUSG00000065934",115487300,"LOC115487300",162
"ENSMUSG00000098590",115487164,"Gm1113",695
"ENSMUSG00000032101",30959,"Ddx25",1734
"ENSMUSG00000032103",67049,"Pus3",2972
"ENSMUSG00000050555",76832,"Hyls1",5970
"ENSMUSG00000074452",330921,"Pate2",4720
"ENSMUSG00000032099",56872,"Pate4",1066
"ENSMUSG00000094995",100312956,"Pate3",1325
"ENSMUSG00000091215",100312987,"Pate1",1820
"ENSMUSG00000091174",100312949,"Pate10",351
"ENSMUSG00000090738",100312986,"Pate7",643
"ENSMUSG00000032108",68171,"Pate6",1334
"ENSMUSG00000047980",77080,"Pate5",1135
"ENSMUSG00000098705",100041605,"Gm3428",2082
"ENSMUSG00000078934",77908,"Pate13",1991
"ENSMUSG00000091411",546123,"Gm5916",1142
"ENSMUSG00000098390",100041618,"Gm3434",573
"ENSMUSG00000023093",639025,"Pate12",519
"ENSMUSG00000090710",671003,"Pate11",332
"ENSMUSG00000074448",434396,"Pate9",2348
"ENSMUSG00000091248",100312948,"Pate8",330
"ENSMUSG00000070313",235973,"Pate14",2471
"ENSMUSG00000098304",75567,"1700027I24Rik",696
"ENSMUSG00000032110",11451,"Acrv1",3647
"ENSMUSG00000032113",12649,"Chek1",4635
"ENSMUSG00000032116",16430,"Stt3a",8948
"ENSMUSG00000062762",13663,"Ei24",3459
"ENSMUSG00000098985",101056044,"Gm27219",742
"ENSMUSG00000032118",235180,"Fez1",4029
"ENSMUSG00000035934",208076,"Pknox2",6942
"ENSMUSG00000032121",66279,"Tmem218",1019
"ENSMUSG00000032122",56857,"Slc37a2",5079
"ENSMUSG00000090136",108167643,"Gm10177",444
"ENSMUSG00000034303",245902,"Ccdc15",3525
"ENSMUSG00000046240",72927,"Hepacam",3327
"ENSMUSG00000032125",74144,"Robo4",4107
"ENSMUSG00000032128",19649,"Robo3",6765
"ENSMUSG00000042138",235184,"Msantd2",2289
"ENSMUSG00000001946",69524,"Esam",2867
"ENSMUSG00000001943",57276,"Vsig2",1170
"ENSMUSG00000053310",64011,"Nrgn",1453
"ENSMUSG00000001948",20686,"Spa17",689
"ENSMUSG00000001942",22619,"Siae",3433
"ENSMUSG00000011114",21376,"Tbrg1",3482
"ENSMUSG00000011118",208098,"Panx3",2659
"ENSMUSG00000097946",666881,"Gm8343",994
"ENSMUSG00000061165",80706,"Olfr160",930
"ENSMUSG00000063350",258882,"Olfr874",933
"ENSMUSG00000058628",258744,"Olfr875",1004
"ENSMUSG00000066750",258883,"Olfr876",1048
"ENSMUSG00000065620",115487314,"Gm24764",199
"ENSMUSG00000066749",258412,"Olfr877",936
"ENSMUSG00000066748",258310,"Olfr145",1051
"ENSMUSG00000066747",258794,"Olfr878",1065
"ENSMUSG00000060583",258413,"Olfr881",948
"ENSMUSG00000094461",258414,"Olfr883",930
"ENSMUSG00000095893",257996,"Olfr884",1175
"ENSMUSG00000096424",257885,"Olfr885",930
"ENSMUSG00000096167",258415,"Olfr887",930
"ENSMUSG00000095527",258416,"Olfr888",945
"ENSMUSG00000096356",258475,"Olfr889",945
"ENSMUSG00000096409",258474,"Olfr890",945
"ENSMUSG00000045528",258471,"Olfr891",951
"ENSMUSG00000098147",100151690,"Gm17798",1035
"ENSMUSG00000093901",258333,"Olfr893",942
"ENSMUSG00000070311",258868,"Olfr894",949
"ENSMUSG00000094778",258802,"Olfr143",942
"ENSMUSG00000096427",258875,"Olfr895",951
"ENSMUSG00000058270",18323,"Olfr25",1068
"ENSMUSG00000094588",258871,"Olfr898",951
"ENSMUSG00000049098",258869,"Olfr147",1166
"ENSMUSG00000052058",258028,"Olfr901",936
"ENSMUSG00000049334",258798,"Olfr902",1056
"ENSMUSG00000094380",258797,"Olfr904",933
